Id,genome_size,contigs,n50,ST,Insertion,ompK36,ompK35,Source,Source_edited,Source_summarised,Host,Country,Year,resistance_genes,plasmids,Organism,Strain
GCF_001906725,5608707,114,135639,258,,1,1,sputum,sputum,sputum,Homo sapiens,USA,2015,"aadA1,strB,aac(6')Ib-cr,strA,fosA,sul2,dfrA14,aac(6')Ib-cr,oqxA,oqxB,blaSHV-11,blaOXA-9,blaTEM-1B,blaKPC-3","IncFIA(HI1),Col(MG828),ColpVC,FII(pBK30683)",Klebsiella pneumoniae,1421(1-A)
GCF_001907955,5311340,20,3031323,198,,1,1,Lettuce,lettuce,other,,Brazil,2016,"aac(6')Ib-cr,aac(3)-IIa,fosA,dfrA14,aac(6')Ib-cr,oqxA,oqxB,tet(A),blaSHV-11,blaOXA-1,catA1,catB3",,Klebsiella pneumoniae,301
GCF_001908515,5752260,7,5424949,244,,1,1,Urine,urine,urine,Homo sapiens,USA,2008,"aadA2,fosA,mph(A),sul1,dfrA12,oqxA,oqxB,blaKPC-2,blaSHV-11,blaTEM-1B,blaSHV-30,blaKPC-2","IncFIA(HI1),IncL/M(pMU407),IncFII,repA,ColRNAI",Klebsiella pneumoniae,CAV1042
GCF_001908595,5916317,6,5373056,147,GD,1,1,tracheal secretion,tracheal secretion,other,Homo sapiens,Germany,2014,"strA,strB,strA,strB,aacA4,fosA,sul1,sul2,sul1,dfrA1,oqxB,oqxA,QnrS1,aac(6')Ib-cr,tet(A),tet(A),blaOXA-48,blaSHV-11,blaCTX-M-15,blaTEM-1B,floR","IncR,IncL/M(pOXA-48),IncA/C2,IncHI1B,IncFIB(Mar)",Klebsiella pneumoniae,Kp_Goe_149473
GCF_001908625,5907691,6,5374118,147,GD,1,1,abdominal drainage fluid,abdominal drainage fluid,other,Homo sapiens,Germany,2014,"strB,strA,strA,strB,aacA4,fosA,sul2,sul1,sul1,dfrA1,oqxB,oqxA,aac(6')Ib-cr,QnrS1,tet(A),tet(A),blaCTX-M-15,blaSHV-11,blaOXA-48,blaTEM-1B,floR","IncR,IncFIB(Mar),IncA/C2,IncL/M(pOXA-48),IncHI1B",Klebsiella pneumoniae,Kp_Goe_827024
GCF_001908655,5913496,6,5373056,147,GD,1,1,nasal swab,nasal swab,other,Homo sapiens,Germany,2014,"aacA4,strB,strA,strB,strA,fosA,sul1,sul2,sul1,dfrA1,oqxB,oqxA,aac(6')Ib-cr,QnrS1,tet(A),tet(A),blaOXA-48,blaSHV-11,blaTEM-1B,blaCTX-M-15,floR","IncR,IncFIB(Mar),IncA/C2,IncL/M(pOXA-48),IncHI1B",Klebsiella pneumoniae,Kp_Goe_827026
GCF_001908675,5921376,6,5373055,147,GD,1,1,abdominal drainage fluid,abdominal drainage fluid,other,Homo sapiens,Germany,2014,"strB,strA,aacA4,strB,strA,fosA,sul1,sul1,sul2,dfrA1,oqxB,oqxA,QnrS1,aac(6')Ib-cr,tet(A),tet(A),blaOXA-48,blaSHV-11,blaTEM-1B,blaCTX-M-15,floR","IncFIB(Mar),IncL/M(pOXA-48),IncA/C2,IncR,IncHI1B",Klebsiella pneumoniae,Kp_Goe_152021
GCF_001908695,5914083,6,5373056,147,GD,1,1,anal swab,rectal swab,stool,Homo sapiens,Germany,2014,"strA,strB,aacA4,strA,strB,fosA,sul1,sul1,sul2,dfrA1,oqxB,oqxA,QnrS1,aac(6')Ib-cr,tet(A),tet(A),blaOXA-48,blaCTX-M-15,blaTEM-1B,blaSHV-11,floR","IncL/M(pOXA-48),IncFIB(Mar),IncA/C2,IncR,IncHI1B",Klebsiella pneumoniae,KP_Goe_828304
GCF_001908875,5920288,6,5373057,147,GD,1,1,abdominal drain fluid,abdominal drain fluid,other,Homo sapiens,Germany,2014,"strA,strB,aacA4,strB,strA,fosA,sul1,sul2,sul1,dfrA1,oqxB,oqxA,QnrS1,aac(6')Ib-cr,tet(A),tet(A),blaOXA-48,blaSHV-11,blaTEM-1B,blaCTX-M-15,floR","IncFIB(Mar),IncR,IncHI1B,IncA/C2,IncL/M(pOXA-48)",Klebsiella pneumoniae,Kp_Goe_149832
GCF_001908895,5526153,3,5295517,11,,1,1,anal swab,rectal swab,stool,Homo sapiens,Germany,2014,"aac(6')Ib-cr,aac(3)-IIa,aph(3')-Ia,fosA,dfrA14,oqxB,oqxA,aac(6')Ib-cr,blaOXA-48,blaSHV-11,blaOXA-1,blaCTX-M-15,catB3","IncFIB(K),IncFII(K),IncL/M(pOXA-48)",Klebsiella pneumoniae,Kp_Goe_821588
GCF_001913175,5627728,6,5478335,101,,1,1,urine sample,urine,urine,Homo sapiens,Germany,2013,"aac(6')Ib-cr,aac(6')-Ib,aadA1,aac(3)-IIa,fosA,dfrA14,oqxB,oqxA,aac(6')Ib-cr,aac(6')Ib-cr,blaOXA-1,blaOXA-48,blaOXA-9,blaTEM-1A,blaCTX-M-15,blaSHV-1,catB3","IncR,IncL/M(pOXA-48),ColRNAI,FIA(pBK30683)",Klebsiella pneumoniae,Kp_Goe_121641
GCF_001922465,5779484,4,5435743,11,,1,1,,,,,,,"strA,strB,aac(3)-IIa,aac(6')Ib-cr,aadA2,rmtC,aacA4,aac(6')-Ib,fosA,mph(A),sul2,sul1,sul1,dfrA14,oqxB,oqxA,aac(6')Ib-cr,QnrB58,aac(6')Ib-cr,aac(6')Ib-cr,tet(A),blaTEM-1B,blaCTX-M-15,blaOXA-1,blaSHV-11,blaSHV-11,blaNDM-1,blaCTX-M-15,blaCMY-6,catB3","IncA/C2,IncR,IncFIB(K),IncFII(K),FIA(pBK30683)",Klebsiella pneumoniae,AR_0049
GCF_001929345,5561554,66,283714,6,,1,1,,,,Homo sapiens,,,"fosA,oqxB,oqxA,blaSHV-1","IncFII,IncFIB(K)",Klebsiella pneumoniae subsp. pneumoniae,ATCC 9621
GCF_001931705,5427001,76,253402,37,,1,1,ascitic fluid,ascitic fluid,other,Homo sapiens,China,2015,"fosA,dfrA14,oqxB,oqxA,blaOXA-48,blaSHV-11","Col156,IncN,IncL/M(pOXA-48)",Klebsiella pneumoniae,38_wz
GCF_001936035,5387970,2,5229229,505,,1,1,,,,,,,"fosA,oqxA,oqxB,blaSHV-108","IncFIB(K),IncFII(K)",Klebsiella pneumoniae,ATCC 35657
GCF_001938035,5635623,83,651742,-,,1,1,,,,Homo sapiens,Lebanon,2016,"aac(6')Ib-cr,aadA2,fosA,mph(A),sul1,dfrA12,aac(6')Ib-cr,oqxA,oqxB,tet(A),blaTEM-1B,blaSHV-1,blaCTX-M-15,blaOXA-1,catB3","IncFIB(K),IncFII(K)",Klebsiella pneumoniae,KLEB-LEB
GCF_001939845,5520425,83,270594,11,,1,1,Blood,blood,blood,Homo sapiens,China,2015,"aph(4)-Ia,aadA2,aac(3)-IVa,fosA,sul1,dfrA12,oqxA,oqxB,blaSHV-11,blaKPC-2","IncR,IncFII(K),ColRNAI",Klebsiella pneumoniae,XL-1
GCF_001939885,5606371,54,342645,485,,1,1,Drainage samples from liver abscess,liver abscess,other,Homo sapiens,China,2015,"fosA,oqxA,oqxB,blaSHV-27","IncFIB(K),IncHI1B",Klebsiella pneumoniae,GN-2
GCF_001945475,5406369,99,172665,111,,1,1,blood,blood,blood,Homo sapiens,USA,,"strA,aadA1,aac(6')-Ib,strB,fosA,sul2,dfrA14,oqxA,oqxB,aac(6')Ib-cr,blaTEM-1A,blaOXA-9,blaSHV-1,blaKPC-2","IncFIB(K),IncFII(K),IncN,ColRNAI",Klebsiella pneumoniae,97_58
GCF_001950635,5427115,86,219774,35,,1,1,,,,Homo sapiens,Japan,2010,"aac(3)-IIa,fosA,dfrA17,oqxA,oqxB,QnrB4,blaDHA-1,blaSHV-33","IncFII,IncFIB(K)",Klebsiella pneumoniae,MRY10-808
GCF_001950655,5539246,160,258605,485,,1,1,,,,Homo sapiens,Japan,2010,"aph(3')-Ia,fosA,mph(A),sul1,dfrA1,QnrS1,oqxB,oqxA,QnrB4,tet(A),blaDHA-1,blaSHV-27","IncR,ColRNAI,IncFIB(Mar),IncHI1B,IncFIB(K),ColpVC",Klebsiella pneumoniae,MRY10-848
GCF_001950675,5549096,188,135619,15,,1,1,,,,Homo sapiens,Japan,2010,"aac(3)-IIa,aac(6')Ib-cr,fosA,dfrA14,oqxB,oqxA,aac(6')Ib-cr,tet(A),blaSHV-28,blaOXA-1,blaCTX-M-15,catB3","IncR,ColRNAI,FIA(pBK30683),IncFII,IncFIB(K),ColpVC",Klebsiella pneumoniae,MRY10-897
GCF_001952835,5269768,2,5195816,-,GD,1,1,pus,pus,other,Homo sapiens,Taiwan,2004,"aph(3')-Ia,aph(3')-Ia,aadA22,aac(3)-IId,fosA,oqxB,oqxA,blaCMY-2,blaSHV-11,blaTEM-1B,blaTEM-1B",IncI1,Klebsiella pneumoniae,1756
GCF_001952875,5435802,3,5237856,392,,1,1,,,,Homo sapiens,USA,,"aac(3)-IIa,aac(6')Ib-cr,aac(6')-Ib,fosA,dfrA14,oqxB,oqxA,QnrB66,aac(6')Ib-cr,aac(6')Ib-cr,tet(A),blaSHV-11,blaOXA-1,blaCTX-M-15,blaCTX-M-15,blaCTX-M-15,blaKPC-2,catB3","IncFIB(K),IncFII(K),ColRNAI",Klebsiella pneumoniae,CN1
GCF_001952895,5880908,7,5348589,340,,1,0,,,,Homo sapiens,USA,,"aac(6')-Ib,aadA1,strB,strA,aac(6')Ib-cr,aph(4)-Ia,aac(3)-IVa,aadA1,aadA2,aph(3')-Ia,aadA2,fosA,mph(A),sul2,sul3,sul1,dfrA14,dfrA12,aac(6')Ib-cr,oqxB,oqxA,aac(6')Ib-cr,tet(A),blaKPC-3,blaOXA-9,blaTEM-1A,blaOXA-1,blaCTX-M-15,blaTEM-1B,blaSHV-11,catB3,cmlA1","IncFII(K),ColRNAI,FIA(pBK30683),IncFII,repA,IncFIB(K),IncN,FII(pBK30683)",Klebsiella pneumoniae,NY9
GCF_001956965,5869161,5,5373055,147,GD,1,1,anal swab,rectal swab,stool,Homo sapiens,Germany,2014,"strB,strA,aacA4,strB,strA,fosA,sul1,sul1,sul2,dfrA1,QnrS1,oqxB,oqxA,aac(6')Ib-cr,tet(A),tet(A),blaTEM-1B,blaCTX-M-15,blaSHV-11,blaOXA-48,floR","IncR,IncHI1B,IncA/C2,IncFIB(Mar)",Klebsiella pneumoniae,825795-1
GCF_001968745,5437723,40,324828,437,,1,1,urban river,urban river,environment,,Brazil,2011,"aac(6')Ib-cr,aph(3')-Ia,fosA,mph(A),sul1,dfrA30,aac(6')Ib-cr,oqxB,oqxA,blaSHV-11,blaCTX-M-15,blaOXA-1,catB3","IncFIB(K),IncFIB(pQil),IncFII(K),ColRNAI",Klebsiella pneumoniae,196
GCF_001968755,5464058,53,291758,437,,0,1,urban river,urban river,environment,,Brazil,2011,"aac(6')Ib-cr,aph(3')-Ia,fosA,mph(A),sul1,dfrA30,aac(6')Ib-cr,oqxB,oqxA,tet(A),blaSHV-11,blaOXA-1,blaCTX-M-15,catA1,catB3","IncFIB(K),IncFIB(pQil),IncFII(K),ColRNAI",Klebsiella pneumoniae,148
GCF_001969905,5146169,44,472881,395,,1,1,site of inflammation in burn patient,burn wound,other,Homo sapiens,Russia,2016,"fosA,blaSHV-11",,Klebsiella pneumoniae,59
GCF_001970155,4873779,61,158157,23,,1,1,,,,Homo sapiens,Russia,2016,"fosA,blaSHV-1",,Klebsiella pneumoniae,KP254
GCF_001970165,5176368,37,440202,395,,1,1,,,,Homo sapiens,Russia,2016,"fosA,blaSHV-11",,Klebsiella pneumoniae,KP1083
GCF_001970175,5145062,60,214941,395,,1,1,,,,Homo sapiens,Russia,2016,"fosA,blaSHV-11",,Klebsiella pneumoniae,KP314
GCF_900084055,5484142,45,387807,336,,1,1,Blood,blood,blood,,United Kingdom,2005,"aac(3)-IId,fosA,mph(A),dfrA30,oqxB,oqxA,tet(D),blaSHV-11,blaTEM-1B","IncFIB(K),IncFIB(pQil),IncFII(K)",Klebsiella pneumoniae,k1189
GCF_900084065,5505341,49,289149,15,,1,1,Blood,blood,blood,,United Kingdom,2006,"aac(3)-IIa,aac(6')Ib-cr,strA,strB,fosA,sul2,aac(6')Ib-cr,oqxA,oqxB,blaCTX-M-15,blaSHV-28,blaTEM-1B,blaOXA-1,catB3","Col(MGD2),IncR,ColpVC,FIA(pBK30683)",Klebsiella pneumoniae,k1325
GCF_900084075,5596365,73,215924,15,,1,1,Blood,blood,blood,,United Kingdom,2007,"aac(3)-IIa,strB,strA,aac(6')-Ib,aadA1,fosA,sul2,dfrA14,oqxB,oqxA,aac(6')Ib-cr,blaOXA-9,blaSHV-28,blaTEM-1A,blaCTX-M-15,catB3,catA2","IncR,ColpVC,IncFIB(K),IncFII,ColRNAI",Klebsiella pneumoniae,k1557
GCF_900084085,5369700,36,345041,1686,,1,1,Blood,blood,blood,,United Kingdom,2006,"fosA,oqxA,oqxB,blaSHV-28",IncFIB(K),Klebsiella pneumoniae,k1297
GCF_900084095,5579664,72,194134,15,,1,1,Blood,blood,blood,,United Kingdom,2006,"strA,strB,aac(6')-Ib,aadA1,fosA,sul2,dfrA14,oqxB,oqxA,aac(6')Ib-cr,blaSHV-28,blaCTX-M-15,blaOXA-9,blaTEM-1A,catA2","IncR,FIA(pBK30683),ColRNAI,IncFII,IncFIB(K),ColpVC",Klebsiella pneumoniae,k1303
GCF_900084105,5361422,84,168277,252,,1,1,Blood,blood,blood,,United Kingdom,2005,"fosA,oqxB,oqxA,blaSHV-1","Col(MGD2),IncFII(K),FIA(pBK30683)",Klebsiella pneumoniae,k1087
GCF_900084115,5569925,65,323153,-,,1,1,Blood,blood,blood,,United Kingdom,2006,"aac(3)-IIa,aac(6')Ib-cr,aph(3')-Ia,aadA5,strA,strB,fosA,mph(A),sul2,sul1,dfrA7,dfrA17,aac(6')Ib-cr,oqxB,oqxA,tet(D),blaCTX-M-15,blaTEM-1B,blaSHV-121,blaOXA-1,catB3","IncR,IncQ1,IncFIB(K),IncFII(K),ColRNAI",Klebsiella pneumoniae,k1323
GCF_900084125,5451376,31,737963,16,,1,1,Blood,blood,blood,,United Kingdom,2005,"aac(6')Ib-cr,aph(3')-Ia,aadA2,fosA,mph(A),sul1,dfrA12,aac(6')Ib-cr,oqxA,oqxB,tet(A),blaCTX-M-15,blaSHV-1,blaTEM-1B,blaOXA-1,catB3","IncFIB(pKPHS1),IncFIB(K),IncFII(K),ColRNAI",Klebsiella pneumoniae,k1057
GCF_900084135,5953917,172,189516,-,,1,1,Blood,blood,blood,,United Kingdom,2006,"fosA,oqxA,oqxB,blaLEN22","IncR,IncFII(K),ColRNAI,IncFII,IncFIB(pQil),IncFIB(K),IncN",Klebsiella pneumoniae,k1309
GCF_900084145,5353638,33,721084,16,,1,1,Blood,blood,blood,,United Kingdom,2007,"aac(6')Ib-cr,aadA2,fosA,mph(A),sul1,dfrA12,aac(6')Ib-cr,oqxB,oqxA,tet(A),blaCTX-M-15,blaSHV-1,blaTEM-1B,blaOXA-1,catB3","IncFIB(K),IncFII(K),ColRNAI",Klebsiella pneumoniae,k1573
GCF_900084155,5532235,62,307191,11,,1,1,Blood,blood,blood,,United Kingdom,2005,"aac(6')Ib-cr,aac(3)-IIa,strA,strB,aph(3')-Ia,fosA,mph(A),sul2,aac(6')Ib-cr,oqxA,oqxB,blaSHV-11,blaTEM-1B,blaCTX-M-15,blaOXA-1,catB3,catA1","IncR,IncFIB(K),IncFII(K)",Klebsiella pneumoniae,k1209
GCF_900084165,5491656,58,259276,15,,1,1,Blood,blood,blood,,United Kingdom,2005,"aph(3')-Ia,strA,aadA2,strB,fosA,sul1,dfrA12,oqxB,oqxA,blaSHV-28,catA1","IncR,IncFIB(K),ColpVC,IncFII(K)",Klebsiella pneumoniae,k1100
GCF_900084175,5610412,64,288869,340,,1,1,Blood,blood,blood,,United Kingdom,2005,"aac(6')Ib-cr,aac(3)-IIa,aadA2,fosA,sul1,dfrA30,aac(6')Ib-cr,oqxB,oqxA,blaTEM-1B,blaCTX-M-15,blaOXA-1,blaSHV-11,catA1,catB3","IncL/M(pMU407),IncFIB(pQil),IncFII,IncFIB(K),ColRNAI",Klebsiella pneumoniae,k1090
GCF_900084185,5389877,49,263985,-,,1,1,Blood,blood,blood,,United Kingdom,2006,"fosA,oqxB,oqxA,blaSHV-11","IncFIB(K),ColRNAI",Klebsiella pneumoniae,k1296
GCF_900084195,5560011,53,312152,1,,1,1,Blood,blood,blood,,United Kingdom,2005,"aac(6')Ib-cr,aac(3)-IIe,aadA2,aac(3)-IId,fosA,mph(A),sul1,dfrA12,aac(6')Ib-cr,oqxA,oqxB,tet(A),blaCTX-M-15,blaTEM-1B,blaSHV-1,blaOXA-1,catA2,catB3","IncR,IncFII(K),ColRNAI,IncFIB(pKPHS1),IncFIB(K),IncL/M",Klebsiella pneumoniae,k1210
GCF_900084205,5979035,99,224547,250,,1,0,Blood,blood,blood,,United Kingdom,2005,"aadA2,aadB,fosA,sul1,oqxA,oqxB,QnrA1,tet(A),blaSHV-12,blaCTX-M-9,blaLEN16","IncHI2,IncFII(K),ColRNAI,IncHI2A,FIA(pBK30683),IncFIB(K),RepA",Klebsiella pneumoniae,k1154
GCF_900084215,5563764,59,384266,874,,1,1,Blood,blood,blood,,United Kingdom,2005,"aac(6')Ib-cr,aac(3)-IIa,aph(3')-Ia,aadA5,strA,strB,fosA,mph(A),sul1,sul2,dfrA17,aac(6')Ib-cr,oqxB,oqxA,tet(D),blaCTX-M-15,blaSHV-1,blaTEM-1B,blaOXA-1,catB3","IncR,IncQ1,IncFIB(K),IncFII(K),ColRNAI",Klebsiella pneumoniae,k1076
GCF_900084225,5583637,46,352764,-,,1,1,Blood,blood,blood,,United Kingdom,2005,"aph(3')-Ia,strA,strB,fosA,mph(A),sul2,dfrA14,oqxA,oqxB,blaTEM-1B,blaSHV-11","IncQ1,IncFIB(K),IncFII(K),ColRNAI",Klebsiella pneumoniae,k1123
GCF_900084235,5672359,89,272910,147,,1,1,Blood,blood,blood,,United Kingdom,2006,"aadA1,strB,aac(6')-Ib,strA,aac(3)-IId,fosA,sul2,dfrA14,aac(6')Ib-cr,oqxB,oqxA,blaTEM-1A,blaCTX-M-15,blaSHV-11,blaOXA-9","IncR,IncFII(K),FIA(pBK30683),ColRNAI,IncFIB(K),FII(pBK30683)",Klebsiella pneumoniae,k1279
GCF_900084245,5258560,99,138424,-,,1,1,Blood,blood,blood,,United Kingdom,2006,"fosA,blaSHV-26","IncFIA(HI1),IncFIB(K),IncFII(K)",Klebsiella pneumoniae,k1337
GCF_900084255,5415686,47,307952,-,,1,1,Blood,blood,blood,,United Kingdom,2005,"aac(3)-IIa,aph(3')-Ia,aac(6')Ib-cr,aadA2,strB,strA,fosA,mph(A),sul2,sul1,dfrA12,aac(6')Ib-cr,oqxA,oqxB,blaSHV-121,blaTEM-1B,blaCTX-M-15,blaOXA-1,catB3","IncR,IncFII",Klebsiella pneumoniae,k1085
GCF_900084265,5445451,40,478801,16,,1,1,Blood,blood,blood,,United Kingdom,2005,"aac(6')Ib-cr,aadA2,fosA,mph(A),sul1,dfrA12,aac(6')Ib-cr,oqxB,oqxA,tet(A),blaTEM-1B,blaSHV-1,blaCTX-M-15,blaOXA-1,catB3","IncX3,IncFIB(K),IncFII(K),ColRNAI",Klebsiella pneumoniae,k1159
GCF_900084275,5598097,65,291997,-,,1,1,Blood,blood,blood,,United Kingdom,2006,"aac(3)-IIa,strB,strA,aadA1,fosA,sul2,oqxB,oqxA,aac(6')Ib-cr,blaOXA-9,blaSHV-28,blaOXA-1,blaCTX-M-15,blaTEM-1A,catB3,catA2","IncR,ColRNAI,FIA(pBK30683),IncFII,IncFIB(K),ColpVC",Klebsiella pneumoniae,k1301
GCF_900084285,5345929,51,324957,-,,1,1,Blood,blood,blood,,United Kingdom,2007,"strA,aac(6')Ib-cr,aac(3)-IIa,aph(3')-Ia,strB,aadA2,fosA,mph(A),sul2,sul1,dfrA12,aac(6')Ib-cr,oqxB,oqxA,tet(A),blaCTX-M-15,blaTEM-1B,blaSHV-121,blaOXA-1,catB3","IncFII,IncR,IncN",Klebsiella pneumoniae,k1514
GCF_900084295,5761975,62,263894,925,,1,1,Blood,blood,blood,,United Kingdom,2007,"fosA,oqxB,oqxA,blaLEN2","IncFII(K),IncN,ColRNAI",Klebsiella pneumoniae,k1527
GCF_900084305,5387212,30,370483,-,,1,1,Blood,blood,blood,,United Kingdom,2007,"fosA,oqxA,oqxB,blaSHV-61","IncFIB(K),IncFII(K)",Klebsiella pneumoniae,k1596
GCF_900084315,5439323,46,350797,336,,1,1,Blood,blood,blood,,United Kingdom,2006,"aac(6')Ib-cr,aph(3')-Ia,strA,strB,fosA,sul2,dfrA14,aac(6')Ib-cr,oqxB,oqxA,QnrB1,blaCTX-M-15,blaTEM-1B,blaSHV-11,blaOXA-1,catB3","IncQ1,IncFIB(K),ColRNAI",Klebsiella pneumoniae,k1419
GCF_900084325,5290908,59,248918,377,,1,1,Blood,blood,blood,,United Kingdom,2007,"aac(6')Ib-cr,aac(3)-IIa,aadA1,fosA,sul1,dfrA15,aac(6')Ib-cr,QnrB49,oqxB,oqxA,blaCTX-M-15,blaSHV-110,blaOXA-1,catB3","IncFIB(K),IncHI1B",Klebsiella pneumoniae,k1529
GCF_900084335,5520702,65,374251,1,,1,1,Blood,blood,blood,,United Kingdom,2005,"aadA2,fosA,sul2,dfrA12,oqxB,oqxA,tet(A),blaSHV-1,blaTEM-1B,blaCTX-M-15,catA2","IncFIB(pKPHS1),IncR,IncFIB(K),IncFII(K),ColRNAI",Klebsiella pneumoniae,k1207
GCF_900084345,5576752,39,507173,101,,1,1,Blood,blood,blood,,United Kingdom,2005,"aac(3)-IIa,fosA,oqxB,oqxA,blaCTX-M-15,blaSHV-11","IncR,IncFII(K),ColRNAI",Klebsiella pneumoniae,k1061
GCF_900084355,5584110,57,271523,11,,1,1,Blood,blood,blood,,United Kingdom,2007,"aac(6')Ib-cr,aadA2,fosA,mph(A),sul1,dfrA12,aac(6')Ib-cr,oqxA,oqxB,blaSHV-11,blaOXA-1,catA1,catB3","IncFII,IncFIB(K),IncR,IncFII(K)",Klebsiella pneumoniae,k1534
GCF_900084365,5591274,55,354620,11,,1,1,Blood,blood,blood,,United Kingdom,2005,"aac(6')Ib-cr,aac(3)-IIa,strB,aph(3')-Ia,strA,aadA2,fosA,mph(A),sul1,sul2,dfrA12,aac(6')Ib-cr,oqxA,oqxB,blaSHV-11,blaCTX-M-15,blaTEM-1B,blaOXA-1,catB3,catA1","IncR,IncFIB(K),IncFII(K)",Klebsiella pneumoniae,k1205
GCF_900084375,5468852,51,340330,11,,1,0,Blood,blood,blood,,United Kingdom,2006,"aac(3)-IId,fosA,oqxA,oqxB,blaSHV-11,blaTEM-1B,blaCTX-M-15,catA2","IncR,IncFIB(K),IncFII(K),FIA(pBK30683)",Klebsiella pneumoniae,k1485
GCF_900084385,5271759,25,353529,-,,1,1,Blood,blood,blood,,United Kingdom,2006,"fosA,oqxB,oqxA,blaSHV-25",Col(MGD2),Klebsiella pneumoniae,k1336
GCF_900084395,5591493,146,185577,-,,1,1,Blood,blood,blood,,United Kingdom,2006,"fosA,blaSHV-40","IncR,IncFIB(K),IncFII(K),IncFII,ColRNAI",Klebsiella pneumoniae,k1424
GCF_900084405,5571754,66,338591,874,,1,1,Blood,blood,blood,,United Kingdom,2006,"aac(6')Ib-cr,aadA5,aac(3)-IIa,aph(3')-Ia,strB,strA,fosA,mph(A),sul2,sul1,dfrA17,dfrA7,aac(6')Ib-cr,oqxB,oqxA,tet(D),blaCTX-M-15,blaSHV-1,blaTEM-1B,blaOXA-1,catB3","IncR,IncQ1,IncFIB(K),IncFII(K),ColRNAI",Klebsiella pneumoniae,k1326
GCF_900084415,5662013,66,264343,15,,1,1,Blood,blood,blood,,United Kingdom,2006,"strB,strA,fosA,sul2,dfrA14,oqxB,oqxA,tet(A),blaSHV-28,blaTEM-1B,blaCTX-M-15","IncFIB(pKPHS1),IncFII,IncFIB(K),IncR,ColpVC",Klebsiella pneumoniae,k1264
GCF_900084425,5401830,45,304897,76,,1,1,Blood,blood,blood,,United Kingdom,2005,"aac(6')Ib-cr,aadA5,aac(3)-IId,fosA,mph(A),sul1,dfrA17,aac(6')Ib-cr,oqxA,oqxB,tet(B),blaSHV-1,blaOXA-1,catB3,catA1","IncFIA,IncFIB(AP001918),IncFII,ColRNAI",Klebsiella pneumoniae,k1031
GCF_900084435,5388366,36,384132,-,,1,1,Blood,blood,blood,,United Kingdom,2005,"strA,aac(3)-IIa,aph(3')-Ia,strB,aadA2,fosA,mph(A),sul2,sul1,dfrA12,oqxA,oqxB,tet(A),blaSHV-121,blaCTX-M-15,blaTEM-1B","IncR,IncFII",Klebsiella pneumoniae,k1089
GCF_900084445,5471967,56,207967,15,,1,1,Blood,blood,blood,,United Kingdom,2007,"aac(6')Ib-cr,aac(3)-IIa,fosA,aac(6')Ib-cr,oqxA,oqxB,tet(A),blaSHV-28,blaCTX-M-15,blaOXA-1,catB3","IncFIB(pKPHS1),IncFIB(K),ColpVC,IncFII(K)",Klebsiella pneumoniae,k1634
GCF_900084455,5359257,67,249256,-,,1,1,Blood,blood,blood,,United Kingdom,2007,"strA,aac(3)-IIa,aac(6')Ib-cr,aph(3')-Ia,strB,aadA2,fosA,mph(A),sul2,sul1,dfrA12,aac(6')Ib-cr,oqxB,oqxA,tet(A),blaTEM-1B,blaCTX-M-15,blaSHV-121,blaOXA-1,catB3","IncFII,IncR,IncN",Klebsiella pneumoniae,k1580
GCF_900084465,5471267,48,260417,15,,1,1,Blood,blood,blood,,United Kingdom,2006,"strA,strB,aac(6')Ib-cr,fosA,sul2,dfrA14,oqxB,oqxA,aac(6')Ib-cr,blaTEM-1B,blaCTX-M-15,blaSHV-28,blaOXA-1,catB3","IncR,FII(pBK30683),ColpVC,FIA(pBK30683)",Klebsiella pneumoniae,k1490
GCF_900084475,5488116,59,368248,11,,1,0,Blood,blood,blood,,United Kingdom,2006,"aac(6')Ib-cr,aph(3')-Ia,aac(3)-IId,fosA,mph(A),dfrA14,aac(6')Ib-cr,oqxB,oqxA,tet(A),tet(D),blaCTX-M-15,blaTEM-1B,blaSHV-5,blaOXA-1,catB3","IncR,IncFIB(K),IncFII(K),FIA(pBK30683)",Klebsiella pneumoniae,k1446
GCF_900084485,5417108,38,273409,37,,1,1,Blood,blood,blood,,United Kingdom,2007,"aac(3)-IId,fosA,oqxA,oqxB,blaTEM-1B,blaSHV-11","IncFIB(K),IncFII(K),IncN",Klebsiella pneumoniae,k1579
GCF_900084495,5424787,43,293753,16,,1,1,Blood,blood,blood,,United Kingdom,2006,"aac(6')Ib-cr,aadA2,fosA,mph(A),sul1,dfrA12,aac(6')Ib-cr,oqxB,oqxA,blaSHV-1,blaOXA-1,blaCTX-M-15,catB3","IncFIB(K),IncFII(K),ColRNAI",Klebsiella pneumoniae,k1403
GCF_900084505,5577187,96,208054,15,,1,1,Blood,blood,blood,,United Kingdom,2007,"aac(3)-IIa,aac(6')Ib-cr,fosA,aac(6')Ib-cr,QnrB1,oqxA,oqxB,tet(A),blaCTX-M-15,blaLEN12,blaOXA-1,catB3","IncFIB(K),IncFIB(pKPHS1),IncFIB(pQil),IncFII(K),ColpVC",Klebsiella pneumoniae,k1639
GCF_900084515,5362172,36,321854,15,,1,1,Blood,blood,blood,,United Kingdom,2007,"strB,aadA2,strA,fosA,sul1,dfrA12,oqxB,oqxA,tet(A),blaSHV-28,catA1",IncR,Klebsiella pneumoniae,k1654
